Tournament,Season,Format,Team_Name,Team_ID,Division_ID,Final_Position,Finish_Type,Position,Champion,Runner_Up,Division_Position,Pool_Label,Matches_Played,Wins,Losses,Ties,No_Results,Points,Net_Run_Rate
CSA Women's Provincial League 2019/20,19/20,List A,Badgers,BADG,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool A,4,2,2,0,0,10,1.77
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Boland,BOLA,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool A,4,1,3,0,0,5,-0.277
CSA Women's Provincial League 2019/20,19/20,List A,Boland,BOLA,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool A,4,1,3,0,0,5,0.044
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Dolphins,DOLP,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,8,3,5,0,0,12,-0.799
CSA Women's Provincial League 2019/20,19/20,List A,Dolphins,DOLP,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,8,3,4,0,0,16,-0.047
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Dragons,DRAG,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,9,6,3,0,0,27,0.95
CSA Women's Provincial League 2019/20,19/20,List A,Dragons,DRAG,D1,1,LEAGUE_WINNER,1,1,0,1,,9,7,2,0,0,34,1.695
CSA Women's Provincial League 2019/20,19/20,List A,Eastern Storm,STOR,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool B,4,3,1,0,0,15,0.927
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Eastern Storm,STOR,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool B,4,3,1,0,0,15,1.758
CSA Women's Provincial League 2019/20,19/20,List A,Heat,HEAT,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool B,4,2,1,0,0,12,2.063
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Heat,HEAT,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool B,4,3,1,0,0,15,1.65
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Iinyathi,IINY,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool A,4,3,1,0,0,14,1.764
CSA Women's Provincial League 2019/20,19/20,List A,Iinyathi,IINY,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool A,4,4,0,0,0,20,2.346
CSA Women's Provincial League 2019/20,19/20,List A,Kei,KEI,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool A,4,0,4,0,0,0,-5.718
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Kei,KEI,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool A,4,0,3,0,1,2,-4.934
CSA Women's Provincial League 2019/20,19/20,List A,Knights,KNIG,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,8,1,6,0,0,6,-1.618
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Knights,KNIG,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,8,3,4,0,0,15,-0.26
CSA Women's Provincial League 2019/20,19/20,List A,Limpopo Lillies,LIMP,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool B,4,1,3,0,0,4,-1.397
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Limpopo Lillies,LIMP,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool B,4,1,3,0,0,4,-1.175
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Lions,LION,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,9,2,5,0,0,13,-0.11
CSA Women's Provincial League 2019/20,19/20,List A,Lions,LION,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,9,4,4,0,0,21,-0.018
CSA Women's Provincial League 2019/20,19/20,List A,Rhinos,RHIN,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool B,4,2,1,0,0,11,0.753
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Rhinos,RHIN,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool B,4,3,1,0,0,14,0.234
CSA Women's Provincial League 2019/20,19/20,List A,Titans,TITA,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,8,2,5,0,0,10,-1.802
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Titans,TITA,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,8,2,5,0,0,12,-0.967
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Tuskers,TUSK,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool B,4,0,4,0,0,0,-2.45
CSA Women's Provincial League 2019/20,19/20,List A,Tuskers,TUSK,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool B,4,1,3,0,0,4,-1.335
CSA Women's Provincial League 2019/20,19/20,List A,Warriors,EAST,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool A,4,3,1,0,0,15,1.79
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Warriors,EAST,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool A,4,4,0,0,0,19,1.781
CSA Women's Provincial League 2019/20,19/20,List A,Western Province,WEST,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,8,6,2,0,0,28,1.291
CSA Women's Provincial T20 Competition 2019/20,19/20,T20,Western Province,WEST,D1,1,LEAGUE_WINNER,1,1,0,1,,8,7,1,0,0,30,0.948
CSA Women's Provincial Programme 2021/22,21/22,List A,Badgers,BADG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool A,4,4,0,0,0,19,1.771
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Badgers,BADG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool A,4,4,0,0,0,19,2.237
CSA Women's Provincial Programme 2021/22,21/22,List A,Boland,BOLA,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool A,4,1,2,0,0,6,-1.081
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Boland,BOLA,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool A,4,2,1,0,0,10,-0.215
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Dolphins,DOLP,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,5,1,3,0,0,7,-0.206
CSA Women's Provincial Programme 2021/22,21/22,List A,Dolphins,DOLP,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,5,4,0,0,25,-0.15
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Dragons,DRAG,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,5,3,2,0,0,14,0.669
CSA Women's Provincial Programme 2021/22,21/22,List A,Dragons,DRAG,D1,1,LEAGUE_WINNER,1,1,0,1,,10,8,2,0,0,39,1.626
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Eastern Storm,STOR,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,5,0,5,0,0,0,-2.563
CSA Women's Provincial Programme 2021/22,21/22,List A,Eastern Storm,STOR,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,1,9,0,0,4,-2.947
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Heat,HEAT,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool B,4,1,3,0,0,5,-0.973
CSA Women's Provincial Programme 2021/22,21/22,List A,Heat,HEAT,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool B,4,0,1,0,1,6,-0.62
CSA Women's Provincial Programme 2021/22,21/22,List A,Iinyathi,IINY,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool A,4,1,3,0,0,5,-1.066
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Iinyathi,IINY,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool A,4,1,3,0,0,5,-0.295
CSA Women's Provincial Programme 2021/22,21/22,List A,Kei,KEI,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool A,4,0,3,0,0,2,-5.711
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Kei,KEI,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool A,4,0,3,0,0,2,-4.143
CSA Women's Provincial Programme 2021/22,21/22,List A,Knights,KNIG,D2,,ELIMINATED_POOL_STAGE,1,0,0,1,Pool B,4,3,0,0,0,17,4.183
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Knights,KNIG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool B,4,4,0,0,0,20,3.754
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Limpopo Lillies,LIMP,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool B,4,2,2,0,0,9,0.078
CSA Women's Provincial Programme 2021/22,21/22,List A,Limpopo Lillies,LIMP,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool B,4,3,1,0,0,14,0.897
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Lions,LION,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,5,3,2,0,0,15,0.798
CSA Women's Provincial Programme 2021/22,21/22,List A,Lions,LION,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,4,6,0,0,20,0.091
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Rhinos,RHIN,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool B,4,0,4,0,0,0,-2.587
CSA Women's Provincial Programme 2021/22,21/22,List A,Rhinos,RHIN,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool B,4,0,3,0,0,2,-3.724
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Titans,TITA,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,5,2,2,0,0,10,0.125
CSA Women's Provincial Programme 2021/22,21/22,List A,Titans,TITA,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,5,4,0,0,25,0.369
CSA Women's Provincial Programme 2021/22,21/22,List A,Tuskers,TUSK,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool B,4,1,2,0,1,7,-0.61
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Tuskers,TUSK,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool B,4,3,1,0,0,14,0.881
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Warriors,EAST,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool A,4,2,2,0,0,9,0.732
CSA Women's Provincial Programme 2021/22,21/22,List A,Warriors,EAST,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool A,4,3,1,0,0,15,2.608
CSA Women's Provincial T20 Competition 2021/22,21/22,T20,Western Province,WEST,D1,1,LEAGUE_WINNER,1,1,0,1,,5,5,0,0,0,23,1.336
CSA Women's Provincial Programme 2021/22,21/22,List A,Western Province,WEST,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,6,4,0,0,28,0.908
CSA Women's Provincial Programme 2022/23,22/23,List A,Badgers,BADG,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,5,5,0,0,23,0.219
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Badgers,BADG,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,6,4,0,0,26,-0.188
CSA Women's Provincial Programme 2022/23,22/23,List A,Boland,BOLA,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool A,4,3,1,0,0,14,0.698
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Boland,BOLA,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool A,4,3,1,0,0,14,1.39
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Dolphins,DOLP,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,4,5,0,0,19,-0.41
CSA Women's Provincial Programme 2022/23,22/23,List A,Dolphins,DOLP,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,4,2,0,2,27,0.391
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Dragons,DRAG,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,2,8,0,0,10,-0.549
CSA Women's Provincial Programme 2022/23,22/23,List A,Dragons,DRAG,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,2,6,0,0,13,-0.417
CSA Women's Provincial Programme 2022/23,22/23,List A,Eastern Storm,STOR,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool B,4,1,2,0,0,7,0.136
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Eastern Storm,STOR,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool B,4,3,0,0,0,14,0.636
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Heat,HEAT,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool B,4,3,1,0,0,15,1.561
CSA Women's Provincial Programme 2022/23,22/23,List A,Heat,HEAT,D2,,ELIMINATED_POOL_STAGE,1,0,0,1,Pool B,4,3,0,0,0,17,3.363
CSA Women's Provincial Programme 2022/23,22/23,List A,Iinyathi,IINY,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool A,4,0,3,0,0,2,-0.285
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Iinyathi,IINY,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool A,4,2,2,0,0,10,-1.151
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Kei,KEI,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool A,4,0,4,0,0,0,-3.055
CSA Women's Provincial Programme 2022/23,22/23,List A,Kei,KEI,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool A,4,0,3,0,0,2,-3.705
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Knights,KNIG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool A,4,3,1,0,0,15,3.522
CSA Women's Provincial Programme 2022/23,22/23,List A,Knights,KNIG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,Pool A,4,4,0,0,0,19,1.948
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Limpopo Lillies,LIMP,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool B,4,0,4,0,0,0,-1.197
CSA Women's Provincial Programme 2022/23,22/23,List A,Limpopo Lillies,LIMP,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool B,4,2,2,0,0,8,-0.838
CSA Women's Provincial Programme 2022/23,22/23,List A,Lions,LION,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,3,6,0,0,16,-0.894
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Lions,LION,D1,1,LEAGUE_WINNER,1,1,0,1,,10,8,2,0,0,36,0.83
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Rhinos,RHIN,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool B,4,1,1,0,0,8,-0.864
CSA Women's Provincial Programme 2022/23,22/23,List A,Rhinos,RHIN,D2,2,ELIMINATED_POOL_STAGE,2,0,0,2,Pool B,4,2,2,0,0,10,-0.028
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Titans,TITA,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,2,7,0,0,10,-0.966
CSA Women's Provincial Programme 2022/23,22/23,List A,Titans,TITA,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,4,5,0,1,21,-0.11
CSA Women's Provincial Programme 2022/23,22/23,List A,Tuskers,TUSK,D2,5,ELIMINATED_POOL_STAGE,5,0,0,5,Pool B,4,1,3,0,0,4,-0.826
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Tuskers,TUSK,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool B,4,1,2,0,0,6,-0.558
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Warriors,EAST,D2,4,ELIMINATED_POOL_STAGE,4,0,0,4,Pool A,4,2,2,0,0,9,-0.169
CSA Women's Provincial Programme 2022/23,22/23,List A,Warriors,EAST,D2,3,ELIMINATED_POOL_STAGE,3,0,0,3,Pool A,4,2,2,0,0,9,0.468
CSA Women's Provincial T20 Competition 2022/23,22/23,T20,Western Province,WEST,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,7,3,0,0,32,1.112
CSA Women's Provincial Programme 2022/23,22/23,List A,Western Province,WEST,D1,1,LEAGUE_WINNER,1,1,0,1,,10,7,1,0,1,36,0.897
CSA Women's Professional League 2023/24,23/24,List A,Badgers,BADG,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,4,6,0,0,18,-0.871
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Badgers,BADG,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,5,5,0,0,22,0.279
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Boland,BOLA,D2,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,4,4,0,0,0,18,1.134
CSA Women's Professional League 2023/24,23/24,List A,Boland,BOLA,D2,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,9,4,5,0,0,19,-0.238
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Dolphins,DOLP,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,3,6,0,0,16,0.339
CSA Women's Professional League 2023/24,23/24,List A,Dolphins,DOLP,D1,1,LEAGUE_WINNER,1,1,0,1,,10,6,2,0,0,33,1.223
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Dragons,DRAG,D2,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,4,3,1,0,0,15,1.581
CSA Women's Professional League 2023/24,23/24,List A,Dragons,DRAG,D2,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,9,8,1,0,0,40,1.352
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Eastern Storm,STOR,D2,,POOL_WINNER_ADVANCED,1,0,0,1,,4,4,0,0,0,18,1.962
CSA Women's Professional League 2023/24,23/24,List A,Eastern Storm,STOR,D2,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,9,5,4,0,0,25,0.508
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Heat,HEAT,D2,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,4,2,1,0,0,12,0.885
CSA Women's Professional League 2023/24,23/24,List A,Heat,HEAT,D2,8,ELIMINATED_REGULAR_SEASON,8,0,0,8,,9,3,5,0,0,16,0.114
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Iinyathi,IINY,D2,7,ELIMINATED_REGULAR_SEASON,7,0,0,7,,4,1,3,0,0,5,0.245
CSA Women's Professional League 2023/24,23/24,List A,Iinyathi,IINY,D2,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,9,5,4,0,0,23,-0.322
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Kei,KEI,D2,10,ELIMINATED_REGULAR_SEASON,10,0,0,10,,4,0,4,0,0,0,-2.972
CSA Women's Professional League 2023/24,23/24,List A,Kei,KEI,D2,9,ELIMINATED_REGULAR_SEASON,9,0,0,9,,9,3,6,0,0,14,-0.943
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Knights,KNIG,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,2,8,0,0,8,-0.834
CSA Women's Professional League 2023/24,23/24,List A,Knights,KNIG,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,4,6,0,0,17,-0.744
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Limpopo Lillies,LIMP,D2,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,4,2,2,0,0,8,-0.528
CSA Women's Professional League 2023/24,23/24,List A,Limpopo Lillies,LIMP,D2,7,ELIMINATED_REGULAR_SEASON,7,0,0,7,,9,4,5,0,0,18,-0.535
CSA Women's Professional League 2023/24,23/24,List A,Lions,LION,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,5,4,0,0,24,0.393
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Lions,LION,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,7,3,0,0,28,0.115
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Rhinos,RHIN,D2,9,ELIMINATED_REGULAR_SEASON,9,0,0,9,,4,0,4,0,0,0,-1.688
CSA Women's Professional League 2023/24,23/24,List A,Rhinos,RHIN,D2,10,ELIMINATED_REGULAR_SEASON,10,0,0,10,,9,0,9,0,0,0,-1.64
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Titans,TITA,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,4,6,0,0,17,-0.716
CSA Women's Professional League 2023/24,23/24,List A,Titans,TITA,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,4,6,0,0,19,0.188
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Tuskers,TUSK,D2,8,ELIMINATED_REGULAR_SEASON,8,0,0,8,,4,1,3,0,0,5,-1.333
CSA Women's Professional League 2023/24,23/24,List A,Tuskers,TUSK,D2,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,9,4,5,0,0,19,-0.385
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Warriors,EAST,D2,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,4,2,1,0,0,11,1.322
CSA Women's Professional League 2023/24,23/24,List A,Warriors,EAST,D2,,POOL_WINNER_ADVANCED,1,0,0,1,,9,8,0,0,0,41,2.62
CSA Women's Professional League 2023/24,23/24,List A,Western Province,WEST,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,5,4,0,0,24,0.025
CSA Women's Professional T20 Competition 2023/24,23/24,T20,Western Province,WEST,D1,1,LEAGUE_WINNER,1,1,0,1,,10,8,1,0,0,37,1.006
Pro 20 2024/25,24/25,T20,Badgers,BADG,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,1,9,0,0,4,-1.816
Pro 50 2024/25,24/25,List A,Badgers,BADG,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,2,7,0,1,11,-1.608
Women's Provincial T20 Division 2 2024/25,24/25,T20,Boland,BOLA,D2,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,4,2,2,0,0,9,1.003
Women's Provincial One-day Division 2 2024/25,24/25,List A,Boland,BOLA,D2,7,ELIMINATED_REGULAR_SEASON,7,0,0,7,,9,3,4,0,0,18,-0.021
Pro 50 2024/25,24/25,List A,Dolphins,DOLP,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,6,4,0,0,29,0.246
Pro 20 2024/25,24/25,T20,Dolphins,DOLP,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,6,3,0,0,30,0.483
Women's Provincial T20 Division 2 2024/25,24/25,T20,Dragons,DRAG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,,4,4,0,0,0,19,2.964
Women's Provincial One-day Division 2 2024/25,24/25,List A,Dragons,DRAG,D2,,POOL_WINNER_ADVANCED,1,0,0,1,,9,9,0,0,0,44,2.925
Women's Provincial T20 Division 2 2024/25,24/25,T20,Eastern Storm,STOR,D2,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,4,3,1,0,0,14,1.708
Women's Provincial One-day Division 2 2024/25,24/25,List A,Eastern Storm,STOR,D2,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,9,6,1,0,0,34,2.081
Women's Provincial T20 Division 2 2024/25,24/25,T20,Heat,HEAT,D2,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,4,2,2,0,0,9,-0.01
Women's Provincial One-day Division 2 2024/25,24/25,List A,Heat,HEAT,D2,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,9,3,3,0,0,21,0.037
Women's Provincial T20 Division 2 2024/25,24/25,T20,Iinyathi,IINY,D2,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,4,3,1,0,0,15,0.509
Women's Provincial T20 Division 2 2024/25,24/25,T20,Kei,KEI,D2,10,ELIMINATED_REGULAR_SEASON,10,0,0,10,,4,0,4,0,0,0,-3.257
Women's Provincial One-day Division 2 2024/25,24/25,List A,Kei,KEI,D2,10,ELIMINATED_REGULAR_SEASON,10,0,0,10,,9,0,9,0,0,0,-2.706
Pro 50 2024/25,24/25,List A,Knights,KNIG,D1,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,2,8,0,0,9,-0.604
Pro 20 2024/25,24/25,T20,Knights,KNIG,D1,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,2,7,0,0,10,-1.327
Women's Provincial T20 Division 2 2024/25,24/25,T20,Limpopo Lillies,LIMP,D2,7,ELIMINATED_REGULAR_SEASON,7,0,0,7,,4,2,2,0,0,9,-0.856
Women's Provincial One-day Division 2 2024/25,24/25,List A,Limpopo Lillies,LIMP,D2,8,ELIMINATED_REGULAR_SEASON,8,0,0,8,,9,3,4,0,0,18,-0.243
Pro 20 2024/25,24/25,T20,Lions,LION,D1,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,10,5,4,0,0,26,0.848
Pro 50 2024/25,24/25,List A,Lions,LION,D1,1,LEAGUE_WINNER,1,1,0,1,,10,8,2,0,0,39,1.082
Women's Provincial T20 Division 2 2024/25,24/25,T20,Rhinos,RHIN,D2,8,ELIMINATED_REGULAR_SEASON,8,0,0,8,,4,1,3,0,0,4,-2.399
Women's Provincial One-day Division 2 2024/25,24/25,List A,Rhinos,RHIN,D2,6,ELIMINATED_REGULAR_SEASON,6,0,0,6,,9,3,3,0,1,19,-0.711
Pro 50 2024/25,24/25,List A,Titans,TITA,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,4,5,0,1,22,0.135
Pro 20 2024/25,24/25,T20,Titans,TITA,D1,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,10,5,5,0,0,23,0.225
Women's Provincial T20 Division 2 2024/25,24/25,T20,Tuskers,TUSK,D2,9,ELIMINATED_REGULAR_SEASON,9,0,0,9,,4,0,4,0,0,0,-1.185
Women's Provincial T20 Division 2 2024/25,24/25,T20,Warriors,EAST,D2,4,ELIMINATED_REGULAR_SEASON,4,0,0,4,,4,3,1,0,0,14,1.377
Women's Provincial One-day Division 2 2024/25,24/25,List A,Warriors,EAST,D2,3,ELIMINATED_REGULAR_SEASON,3,0,0,3,,9,4,3,0,0,24,0.604
Pro 50 2024/25,24/25,List A,Western Province,WEST,D1,2,ELIMINATED_REGULAR_SEASON,2,0,0,2,,10,7,3,0,0,33,0.757
Pro 20 2024/25,24/25,T20,Western Province,WEST,D1,1,LEAGUE_WINNER,1,1,0,1,,10,9,0,0,0,42,1.666
Women's Provincial One-day Division 2 2024/25,24/25,List A,Iinyathi,IINY,D2,5,ELIMINATED_REGULAR_SEASON,5,0,0,5,,9,3,4,1,0,20,0.075
Women's Provincial One-day Division 2 2024/25,24/25,List A,Tuskers,TUSK,D2,9,ELIMINATED_REGULAR_SEASON,9,0,0,9,,9,2,5,1,1,14,-1.432
Pro 20 2025/26,25/26,T20,Badgers,BADG,D1,,ELIMINATED_REGULAR_SEASON,6,0,0,6,,10,2,8,0,0,8,-0.85
Pro 50 2025/26,25/26,List A,Badgers,BADG,D1,,ELIMINATED_REGULAR_SEASON,5,0,0,5,,10,4,6,0,0,18,-0.433
Women's Provincial T20 Division 2 2025/26,25/26,T20,Boland,BOLA,D2,,POOL_WINNER_ADVANCED,1,0,0,1,,4,4,0,0,0,19,3.721
